title,post_date,edit_date,edit_time,message_text,post_moderation,category,url,page,index,user_name,user_id,user_rank,user_joindate,user_url,editor_name,editor_id,editor_joindate,editor_url,editor_rank
How can we improve My Stats? Share your feedback.,"Feb 17, 2021  10:04:35 PM",,,"Dear Lena,Appreciate your initiative. Kindly note my opinions as below:Thanks and regards,Nirav",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,59,Nirav P,cee8816ffc504382,ActiveMember,"Sep 3, 2020",https://community.upwork.com/t5/user/viewprofilepage/user-id/6452845,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 16, 2021  10:29:32 PM",,,The important part of My Stats page is the Client Satisfaction section.A project closure event should immediately trigger the Client Satisfaction section (at least theClients who would recommendyou) instead of waiting for the regular window.,Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,58,Prasad B,6e9bf8753a23b287,ActiveMember,"Nov 27, 2017",https://community.upwork.com/t5/user/viewprofilepage/user-id/1446107,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 16, 2021  04:44:03 PM",,,"I don't know why that takes a whole week two refresh, You SHOULD refresh the stats every day, especially the Profile Views Part.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,56,Abdallah A,2e775c809235e598,AceContributor,"Oct 3, 2020",https://community.upwork.com/t5/user/viewprofilepage/user-id/6632206,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 14, 2021  07:23:27 PM",,,"I would like the ability to be able to enter a google analytics id to be able to do some tracking on my own end. Many marketplaces include this ability and would be helpful to know where traffic is coming from and to track events. This would allow us to market our profiles ourselves (I know I get traffic to my profile from marketing I do outside of UpWork). Events like portfolio clicks would be helpful so we know which portfolio items are of interest to clients. Plus most of the tracking would be done on google analytics end.To cover the cost of development of this feature you could even include it in the freelancer plus membership (it would entice me to buy it, I don't really use connects anyway).",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,55,Richard R,f4cb11c5cf5e5ab8,CommunityLeader,"Jun 22, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/2236743,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 11, 2021  12:31:48 AM","Feb 11, 2021  01:10:20 AM",0:38:32,"One crucial metric that's missing is the Lifetime Earnings. This should be obvious, but the other day I couldn't find this information and had to manually do my maths. :-/And what about a ""How To Improve"" bloc on that page? It could display one personalized tip to each freelancer with an advice on how he could perform better on the platform. This could be based on analyzing criteria that have caused the freelancer JSS to drop recently or some other analysis based on what Upwork considers as bad practices.This way, Upwork won't have to disclose any of those JSS secret ingredients and still give a glimpte to freelancers about what they are doing wrong.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,54,Joel D,25db12907cb1966a,ActiveMember,"Sep 13, 2019",https://community.upwork.com/t5/user/viewprofilepage/user-id/4327684,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 10, 2021  11:57:29 AM",,,"I would like insight into my funnelHow many invites did I get - of those how many did I decline/acceptHow many proposals converted into contractsHow many open market proposals did I make and how many convertedThen maybe something about the pipeline, like unawarded proposals in last 2 weeks and 30 days.If you really want to improve the platform, put 1/2 the effort into rooting out scam clients as you do getting rid of scam freelancersIt is getting ridiculous",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,6,53,Cheryl K,d57ca98e9e0e89c2,CommunityGuru,"Jul 16, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/41513,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 25, 2021  01:10:01 PM",,,"Hello Community! We are considering ways to make My Stats an even more transparent and helpful tool—a tool with insights that show you ways to improve your success on Upwork.By navigating to Find Work > My Stats, you will find insights on your client satisfaction, responsiveness to invitations, and how clients engage with you after receiving your proposals.Our questions to you:All feedback and suggestions are welcome!Don't break it. I do not really get the ""Compared to your peers"" data because I have not tried to get hired in the past weeks but my ""You were hired "" line is almost entirely dark green. On the other hand I do not care how other are doing because that is their business.If you want to improve something, the Trust and Safety team desperately needs help to check all the flagged accounts and remove scammers.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,1,2,Jennifer R,3ec3dbd683ea25a2,CommunityGuru,"Sep 15, 2017",https://community.upwork.com/t5/user/viewprofilepage/user-id/1151430,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 4, 2021  03:07:20 AM",,,"1. Ratings of my work after completion, excluding the rating for the price/fee.2. Type of client: enterprise on UW (business account), enterprise or company listed as such in country of origin, private client, repeat cient from platform perspective (i.e. left the platform and then came back to open a new account)3. My Stats is nice to have, but it does not make me more effective. That is something only my talent, education, willingness to learn, etc. can do.Responsiveness to invitations does NOT help me at all because I often get those after business hours and on Sundays (when I am not willing or able to reply promptly). But THANKS for asking!!! Feels like my opinion matters.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,48,Alexandra H,5e86c2bb3640eed3,CommunityGuru,"Jul 30, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/43933,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 1, 2021  03:40:04 PM","Feb 1, 2021  03:44:34 PM",0:04:30,"Great question!I've had two questions regarding this page for awhile.1. In the Marketing Effectiveness section, it would be good to have some information about what I can do to get viewed more often. Can I move the bar here at all?2. I've gotten emails (sorry, didn't save any, don't have example text) which say something to the effect that I've been viewed x times in the past week, click through to see who's viewing my profile so I can proactively apply to those jobs. I have clicked through a few times, but I don't see who has actually viewed my profile or even what jobs the views might be attached to. I think this is a nice feature, but it doesn't seem to work (or maybe I'm missing something).Best,Jennifer",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,45,Jennifer V,e3937b7d4a167ea8,AceContributor,"Jan 31, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/1683902,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 4, 2021  06:50:05 PM",,,"1. In the Marketing Effectiveness section, it would be good to have some information about what I can do to get viewed more often. Can I move the bar here at all?2. I've gotten emails (sorry, didn't save any, don't have example text) which say something to the effect that I've been viewed x times in the past week, click through to see who's viewing my profile so I can proactively apply to those jobs. I have clicked through a few times, but I don't see who has actually viewed my profile or even what jobs the views might be attached to. I think this is a nice feature, but it doesn't seem to work (or maybe I'm missing something).1. Why? You're getting impressively hired more than your (purported) market peers. My hire stat virtually always beats my views stat, and not uncommonly my interview stat. Views don't pay the bills.2. I think (and hope!) those emails have been retired in favor of the notifications that client x has viewed your profile (they use language something like ""may be interested""?). These may be somewhat intrusive, but they're more direct and less cumbersome than the old system, which required disregarding the generic client field descriptions and poking at the relatively rare indication of a specific job.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,46,Douglas Michael M,f041addf7e015b1d,CommunityGuru,"May 22, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/28462,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 29, 2021  02:11:32 PM",,,"Be 100% transaperent on how JSS is calculated. (For example, mine dropped a point this week even though I haven't closed any contracts or received feedback for a month--why????) I'd love to see how this is calculated since it affects me materially.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,43,Matthew W K,436f8a790f73a523,ActiveMember,"Oct 22, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/2784907,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Feb 4, 2021  01:54:08 PM",,,"I would like more earningscentric stats.The 12 month earnings is nice but useless since its dynamic. I would like:- Lifetime earnings (I want to know how far away I am from 200K on my profile, it would motivate me to know im close)- Yearly earnings - how am I doing this year compared to last and the one before? Again - motivating!Perhaps some kind of profitability indicator that shows im getting higher paid projects/higher average hourly pay, etc.I'd like this as well. Lifetime earnings, average earnings per client, and also lifetime and yearly Upwork fees (in $ and %). In addition to the 12-month earnings stats we already have.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,42,Eve L,c862c0aed76ee995,CommunityGuru,"Feb 17, 2017",https://community.upwork.com/t5/user/viewprofilepage/user-id/487441,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 29, 2021  10:30:27 AM",,,"I would like more earningscentric stats.The 12 month earnings is nice but useless since its dynamic. I would like:- Lifetime earnings (I want to know how far away I am from 200K on my profile, it would motivate me to know im close)- Yearly earnings - how am I doing this year compared to last and the one before? Again - motivating!Perhaps some kind of profitability indicator that shows im getting higher paid projects/higher average hourly pay, etc.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,5,41,Erik S,38f95c0a958995dc,AceContributor,"Apr 6, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/1933839,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 28, 2021  08:37:21 AM",,,"hello!this is the question I am expecting for so long.1.What existing metrics have been most helpful for you?in my stats, the most helpful matrics are theClient Satisfaction section because it helps me a lot to check whether I am in the right direction or not.2.What other information do you wish was available in My Stats?i which upwork have statics which show us today or in last week how many Upwork users (clients) open our project catalog specific project or any of them and how many times our project appears in search results any tags ranking which we use on our catalog project. this would be the best section in My statsif Upwork introduce this feature,3.How do you think My Stats could help you be more effective on the platform?if Upwork introduces such a feature which I mentioned in Q2 then it helps me a lot to grow my Upwork carrier.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,4,40,Shuja A,0bcd5b99acfa5eac,ActiveMember,"Oct 28, 2019",https://community.upwork.com/t5/user/viewprofilepage/user-id/4542811,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 28, 2021  11:58:09 AM",,,"I'm glad to hear Upwork is looking to help us freelancers better manage our activity here as a business with measurable success. It's more than a little silly to say there are more important things for Upwork to do, as Upwork is large enough to do many improvements at once.I don't see any reason to omit anything from the current information provided, as I can ignore what isn't of interest to me but might be interesting for other freelancers. But it would be great to know how many invitations I've received, how many invitations I've replied to and how many invitations have ended in a paid project for me over the last quarter.I'd also like to know how many proposals I've submitted, how many of those proposals have been viewed by the prospective clients, how many interviews I've had as a result of my proposals and how many projects have I been hired on as a result of my proposals.Thanks again for working to improve this important part of the Upwork freelancer experience.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,4,38,Will L,53f7d1066faff095,CommunityGuru,"Jul 9, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/40642,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 27, 2021  03:41:51 AM",,,"Hi Lena, I could tell you how do I use My Stats page, but have no idea how could you improve it.Basically I use Marketing effectiveness only.If I'm viewed less often, then I conclude, that something's wrong with my Proposal.If I'm viewed more often, bit intervied less often then I conclude, that something's wrong with my Profile or Portfolio.I never mind how often am I hired after interview, because it depends on different things each time.The rest part of my Stats is just like milestones for me, something that's pleasure to look at. Except may be""Top Rated eligible weeks""Hope this was useful.Kind regards,Anton",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,4,37,Anton T,89c5119a8d603d66,ActiveMember,"May 25, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/2123579,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 25, 2021  12:19:07 PM",,,"Hello Community! We are considering ways to make My Stats an even more transparent and helpful tool—a tool with insights that show you ways to improve your success on Upwork.By navigating to Find Work > My Stats, you will find insights on your client satisfaction, responsiveness to invitations, and how clients engage with you after receiving your proposals.Our questions to you:All feedback and suggestions are welcome!",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,1,1,Lena E,d6140618d296f29b,CommunityManager,"Apr 7, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/23219,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 26, 2021  06:42:56 AM",,,"Hello Community! We are considering ways to make My Stats an even more transparent and helpful tool—a tool with insights that show you ways to improve your success on Upwork.I agree with all the comments that there are much more important things to focus on that this page. That said...What's useful on this page are a few of things in the top block: JSS, recommendation rate, long-term client rate. The last updated date would be useful on JSS-update day, if it actually updated at the same time as JSS did. But, it updates hours before the stats change, so it's really meaningless.Recent account holds and TR eligible weeks? I can see how that's useful to someone trying to get to TR, but once someone is TR, there's no need for it to be displayed.Communication section: the number of invites is interesting only for curiosity. A trend graph would make it more useful, but even so, it's not all that important.Marketing effectiveness: this can go. Without more context, it's meaningless. I was viewed slightly less often than people in Writing? Ok, that's fine, but that's a pretty broad category, so I don't know why I should care. But the green bar for interviewed is close to full? How does that make sense with the viewed graph being so low? Without details of how it's calculated, this looks wrong and untrustworthy. And I was hired a bit more often than average? Ok good, but again, it's too broad a category for me to really care.The profile view graph: this can go. There's no information here about what it's counting. I vaguely remember it's related to search, but that's it. And it often goes to 0 for weeks at a time, when I know my profile is getting viewed cause I'm getting invites. It also never agreed with the other discovery graph that I used to get emails about, but I can't find that one at the moment.Profile completeness? Why does this need a progress bar? And how is it related to the discovery graph? It's not, but the placement on the screen makes it look like it is. All this merits is a percentage on the side bar of the profile edit view. That's the only place it's relevant.The more detailed breakdown of stats that Phyllis and Jennifer have suggested would be useful, especially if they came with trend graphs or drilldowns. But I'm really not sure how much I'd pay attention to them. And don't put in comparisons other freelancers, like the current effectiveness graphs. That's meaningless unless it can be narrowed down significantly: academic/technical editors in my price range. I'd really just want to see my raw numbers and a trend. I don't really care how I'm doing vs others.I agree with every single point.None of this information has helped me in 5 years on this platform. So, not going to that page saves me time that I can spend on helping my clients instead.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,3,23,Mikko R,75474d6fc4a3daeb,CommunityGuru,"Dec 26, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/71254,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 26, 2021  06:21:41 PM",,,"The profile view graph: this can go. There's no information here about what it's counting. I vaguely remember it's related to search, but that's it. And it often goes to 0 for weeks at a time, when I know my profile is getting viewed cause I'm getting invites. It also never agreed with the other discovery graph that I used to get emails about, but I can't find that one at the moment.yeah, I am a pretty intelligent person (or so I'd like to think) but this graph means absolutely nothing to me, mine just looks like a roller coaster and stays pretty consistent.The marekting stats seem pointless as well, I think there is potential there but only for beginners. once you start succeeding no one actually cares to look at the stats... if I WAS to look at the stats it would be more detailed ones such as number of people who viewed my profile and then it resulted in reaching out to me directly vs. people who clicked and then abandoned ship. Although I suspect that number could be quite meaningless since it seems that a lot of people think an hourly rate is a suggestion and when they find out it's not for me they flee.",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,3,24,Gina H,6fc332e4b9ab06d4,CommunityGuru,"Aug 10, 2020",https://community.upwork.com/t5/user/viewprofilepage/user-id/6300408,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 25, 2021  02:45:10 PM",,,"These are some things I would like to know:1. How many proposals did I send (with a date range)?2. Of those proposals, how many responded?3. Of those proposals, how many turned into contracts?4. How many invites turned into contracts?5. How many proposals in the open marketplace turned into contracts?6. How many proposals in the open marketplace got responses?I might have more but I'm so so sooooooooooooo hungry and my Door Dasher isn't here yet. ",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,2,13,Jennifer M,4e1fc3675ece81d7,CommunityGuru,"May 17, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/28061,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 26, 2021  04:17:39 AM",,,"I think it's time to extend this very interesting discussion to unrelated complaining. Right, guys? I get a ton of invites from very confused freelancers that seem to think they are either responding to, or posting a job. The ""I translate any language into any language"" type. Mildly annoying. I've never created or used a client profile, but is is really so easy to confuse the two?",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,4,31,Martina P,a753028e347150bf,CommunityGuru,"Jul 11, 2018",https://community.upwork.com/t5/user/viewprofilepage/user-id/2317801,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 25, 2021  03:25:18 PM",,,"How much time have I been Top rated?I think that instead of being Top rated, we should beTop rated 4 orTop rated 7 orTop rated 18, the number representing the number of months being Top rated",Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,2,14,Eric B,fd5baba7a6473270,CommunityGuru,"Feb 21, 2017",https://community.upwork.com/t5/user/viewprofilepage/user-id/497605,,d41d8cd98f00b204,,,
How can we improve My Stats? Share your feedback.,"Jan 25, 2021  10:04:36 PM",,,How about adding another feauture from Fiverr?The one that shows a map of the world that indicates which countries our clients are from.,Unedited,Freelancers,https://community.upwork.com/t5/Freelancers/How-can-we-improve-My-Stats-Share-your-feedback/td-p/863487,3,26,Reinier B,625193721fbe1141,CommunityGuru,"Nov 3, 2015",https://community.upwork.com/t5/user/viewprofilepage/user-id/64729,,d41d8cd98f00b204,,,
